,identifier,session_identifier,organization_classification,first_action,primary_sponsor_1_clean,primary_sponsor_2_clean,num_sponsors,became_law,referred_to_committee,committee_passages,passed_first_chamber,passed_full_legislature
4732,HB 2568,103rd,lower,2023-02-15,Katie Stuart,,1,False,True,0,False,False
4733,HB 2777,103rd,lower,2023-02-16,Cyril Nichols,,1,False,True,0,False,False
4734,HB 2830,103rd,lower,2023-02-16,Suzanne Ness,,7,False,True,0,False,False
4735,HB 2802,103rd,lower,2023-02-16,Lance Yednock,,2,False,True,0,False,False
4736,HB 2905,103rd,lower,2023-02-16,William Davis,,1,False,True,0,False,False
4737,HB 2897,103rd,lower,2023-02-16,Justin Slaughter,,2,False,True,0,False,False
4738,HB 2843,103rd,lower,2023-02-16,Suzanne Ness,,1,False,True,0,False,False
4739,HB 3002,103rd,lower,2023-02-16,Patrick Windhorst,,2,False,True,0,False,False
4740,HB 2956,103rd,lower,2023-02-16,Dan Caulkins,,2,False,True,0,False,False
4741,HB 3055,103rd,lower,2023-02-16,Elgie Sims Jr,Theresa Mah,14,True,True,1,True,True
4742,HB 3041,103rd,lower,2023-02-16,Hoan Huynh,,1,False,True,0,False,False
4743,HB 3309,103rd,lower,2023-02-17,Amy Elik,,6,False,True,0,False,False
4744,SB 2569,103rd,upper,2023-04-26,Doris Turner,,1,False,True,0,False,False
4745,HB 3396,103rd,lower,2023-02-17,Lance Yednock,Ram Villivalam,8,True,True,0,True,True
4746,HB 3389,103rd,lower,2023-02-17,Angie Cuellar,,1,False,True,0,False,False
4747,HB 3361,103rd,lower,2023-02-17,Ryan Spain,,3,False,True,0,False,False
4748,HB 3430,103rd,lower,2023-02-17,Tim Ozinga,,1,False,True,0,False,False
4749,HB 3423,103rd,lower,2023-02-17,Will Guzzardi,,6,False,True,0,False,False
4750,HB 3441,103rd,lower,2023-02-17,Suzanne Ness,,1,False,True,0,False,False
4751,SB 550,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4752,HB 3451,103rd,lower,2023-02-17,Matt Hanson,,1,False,True,0,False,False
4753,HB 3431,103rd,lower,2023-02-17,Dave Severin,,1,False,True,0,False,False
4754,HB 3437,103rd,lower,2023-02-17,Bill Hauter,,3,False,True,0,False,False
4755,HB 3466,103rd,lower,2023-02-17,Tim Ozinga,,1,False,True,0,False,False
4756,HB 4031,103rd,lower,2023-03-31,Carol Ammons,,1,False,False,0,False,False
4757,HB 3534,103rd,lower,2023-02-17,Jay Hoffman,,1,False,True,0,False,False
4758,HB 3601,103rd,lower,2023-02-17,Michelle Mussman,,1,False,True,0,False,False
4759,HB 3598,103rd,lower,2023-02-17,Michelle Mussman,,1,False,True,0,False,False
4760,HB 3610,103rd,lower,2023-02-17,Fred Crespo,,1,False,True,0,False,False
4761,HB 3589,103rd,lower,2023-02-17,Bradley Fritts,,1,False,True,0,False,False
4762,HB 95,103rd,lower,2022-12-05,Emanuel Welch,,1,False,True,0,False,False
4763,HB 101,103rd,lower,2022-12-05,Emanuel Welch,,1,False,True,0,False,False
4764,HB 3548,103rd,lower,2023-02-17,Bradley Fritts,,10,False,True,0,False,False
4765,HB 3627,103rd,lower,2023-02-17,Charles Meier,Doris Turner,19,False,True,0,True,False
4766,HB 54,103rd,lower,2022-12-05,David Koehler,Sonya Harper,5,False,True,1,True,False
4767,HB 84,103rd,lower,2022-12-05,Emanuel Welch,,1,False,True,0,False,False
4768,HB 55,103rd,lower,2022-12-05,Emanuel Welch,,1,False,True,0,False,False
4769,HB 53,103rd,lower,2022-12-05,Emanuel Welch,,1,False,True,0,False,False
4770,HB 81,103rd,lower,2022-12-05,Emanuel Welch,,1,False,True,0,False,False
4771,SB 20,103rd,upper,2023-01-20,Don Harmon,,1,False,True,0,False,False
4772,SB 37,103rd,upper,2023-01-20,Don Harmon,,1,False,True,0,False,False
4773,HB 562,103rd,lower,2022-12-05,Jay Hoffman,,5,False,True,1,False,False
4774,SB 378,103rd,upper,2023-02-02,Kam Buckner,Kimberly Lightford,23,False,True,0,True,False
4775,HB 4180,103rd,lower,2023-10-18,Mary Allen,Nabeela Syed,34,True,True,1,True,True
4776,HB 4098,103rd,lower,2023-05-18,Stephanie Kifowit,,3,False,True,0,False,False
4777,HB 477,103rd,lower,2022-12-05,Elizabeth Hernandez,,1,False,True,0,False,False
4778,HB 460,103rd,lower,2022-12-05,Emanuel Welch,,1,False,True,0,False,False
4779,HB 230,103rd,lower,2022-12-05,Emanuel Welch,,1,False,True,0,False,False
4780,HB 2466,103rd,lower,2023-02-15,Suzanne Ness,,3,False,True,0,False,False
4781,HB 2689,103rd,lower,2023-02-15,Jehan Booth,,1,False,False,0,False,False
4782,HB 2707,103rd,lower,2023-02-15,Jehan Booth,,1,False,False,0,False,False
4783,HB 224,103rd,lower,2022-12-05,Emanuel Welch,,1,False,True,0,False,False
4784,HB 227,103rd,lower,2022-12-05,Emanuel Welch,,1,False,True,0,False,False
4785,HB 299,103rd,lower,2022-12-05,Don Harmon,Janet Rohr,15,False,True,3,True,False
4786,HB 310,103rd,lower,2022-12-05,Emanuel Welch,,1,False,True,0,False,False
4787,HB 335,103rd,lower,2022-12-05,Emanuel Welch,,1,False,True,0,False,False
4788,HB 3191,103rd,lower,2023-02-16,Tom Weber,,1,False,True,0,False,False
4789,HB 3301,103rd,lower,2023-02-17,Michael Halpin,Terra Howard,23,True,True,0,True,True
4790,HB 3455,103rd,lower,2023-02-17,Elizabeth Hernandez,,2,False,True,0,False,False
4791,HB 298,103rd,lower,2022-12-05,Emanuel Welch,,1,False,True,0,False,False
4792,HB 400,103rd,lower,2022-12-05,Emanuel Welch,,1,False,True,0,False,False
4793,HB 3120,103rd,lower,2023-02-16,Justin Slaughter,,2,False,True,0,False,False
4794,HB 3405,103rd,lower,2023-02-17,John Cabello,Julie Morrison,5,True,True,1,True,True
4795,HB 3398,103rd,lower,2023-02-17,Lakesia Collins,,2,False,True,0,False,False
4796,HB 3524,103rd,lower,2023-02-17,Adriane Johnson,Laura Dias,18,False,True,2,True,False
4797,HB 3467,103rd,lower,2023-02-17,Tim Ozinga,,5,False,True,0,False,False
4798,HB 3335,103rd,lower,2023-02-17,Kevin Olickal,,2,False,True,0,False,False
4799,HB 3606,103rd,lower,2023-02-17,Curtis Tarver II,Kimberly Lightford,4,False,True,1,True,False
4800,HB 3564,103rd,lower,2023-02-17,Abdelnasser Rashid,,1,False,True,0,False,False
4801,HB 3565,103rd,lower,2023-02-17,Mark Walker,,1,False,True,0,False,False
4802,HB 3553,103rd,lower,2023-02-17,Anne Stava,Mary Allen,3,False,True,1,True,False
4803,HB 3722,103rd,lower,2023-02-17,Angie Cuellar,Mike Porfirio,4,True,True,1,True,True
4804,HB 3684,103rd,lower,2023-02-17,Dave Severin,,2,False,True,0,False,False
4805,HB 291,103rd,lower,2022-12-05,Emanuel Welch,,1,False,True,0,False,False
4806,HB 280,103rd,lower,2022-12-05,Don Harmon,Stephanie Kifowit,6,False,True,1,True,False
4807,HB 276,103rd,lower,2022-12-05,Emanuel Welch,,1,False,True,0,False,False
4808,HB 386,103rd,lower,2022-12-05,Emanuel Welch,,1,False,True,0,False,False
4809,HB 520,103rd,lower,2022-12-05,Emanuel Welch,,1,False,True,0,False,False
4810,HB 3792,103rd,lower,2023-02-17,Lawrence Walsh Jr,Steve Stadelman,8,True,True,1,True,True
4811,HB 427,103rd,lower,2022-12-05,Emanuel Welch,,1,False,True,0,False,False
4812,SB 148,103rd,upper,2023-01-25,Laura Fine,,2,False,False,0,False,False
4813,SB 693,103rd,upper,2023-02-02,David Koehler,Sharon Chung,5,True,True,0,True,True
4814,HB 3636,103rd,lower,2023-02-17,Abdelnasser Rashid,,5,False,True,0,False,False
4815,HB 3656,103rd,lower,2023-02-17,Ryan Spain,,2,False,True,0,False,False
4816,HB 3652,103rd,lower,2023-02-17,Ryan Spain,,1,False,True,0,False,False
4817,HB 3651,103rd,lower,2023-02-17,Ryan Spain,,1,False,True,0,False,False
4818,HB 3881,103rd,lower,2023-02-17,Maurice West II,,1,False,True,0,False,False
4819,HB 425,103rd,lower,2022-12-05,Emanuel Welch,,1,False,True,0,False,False
4820,HB 437,103rd,lower,2022-12-05,Emanuel Welch,,3,False,True,0,False,False
4821,HB 462,103rd,lower,2022-12-05,Emanuel Welch,,1,False,True,0,False,False
4822,HB 490,103rd,lower,2022-12-05,Emanuel Welch,,1,False,True,0,False,False
4823,HB 606,103rd,lower,2022-12-05,Emanuel Welch,,1,False,True,0,False,False
4824,HB 611,103rd,lower,2022-12-05,Lawrence Walsh Jr,,1,False,True,0,False,False
4825,HB 420,103rd,lower,2022-12-05,Emanuel Welch,,1,False,True,0,False,False
4826,HB 442,103rd,lower,2022-12-05,Emanuel Welch,,1,False,True,0,False,False
4827,HB 577,103rd,lower,2022-12-05,Emanuel Welch,,1,False,True,0,False,False
4828,SB 103,103rd,upper,2023-01-24,Cristina Castro,,2,False,True,0,False,False
4829,SB 38,103rd,upper,2023-01-20,Don Harmon,,1,False,True,0,False,False
4830,HB 541,103rd,lower,2022-12-05,Emanuel Welch,,1,False,True,0,False,False
4831,HB 3952,103rd,lower,2023-02-17,Janet Rohr,,1,False,True,0,False,False
4832,SB 5,103rd,upper,2023-01-20,Don Harmon,,1,False,True,0,False,False
4833,SB 28,103rd,upper,2023-01-20,Don Harmon,,1,False,True,0,False,False
4834,HB 563,103rd,lower,2022-12-05,Emanuel Welch,,1,False,True,0,False,False
4835,HB 624,103rd,lower,2022-12-05,Emanuel Welch,,1,False,True,0,False,False
4836,HB 502,103rd,lower,2022-12-05,Emanuel Welch,,1,False,True,0,False,False
4837,HB 597,103rd,lower,2022-12-05,Emanuel Welch,,1,False,True,0,False,False
4838,HB 591,103rd,lower,2022-12-05,Emanuel Welch,,1,False,True,0,False,False
4839,HB 618,103rd,lower,2022-12-05,Emanuel Welch,,1,False,True,0,False,False
4840,HB 649,103rd,lower,2022-12-05,Emanuel Welch,,1,False,True,0,False,False
4841,HB 620,103rd,lower,2022-12-05,Emanuel Welch,,1,False,True,0,False,False
4842,HB 690,103rd,lower,2022-12-06,Emanuel Welch,,1,False,True,0,False,False
4843,HB 719,103rd,lower,2022-12-06,Emanuel Welch,,1,False,True,0,False,False
4844,HB 729,103rd,lower,2022-12-06,Emanuel Welch,,1,False,True,0,False,False
4845,HB 707,103rd,lower,2022-12-06,Emanuel Welch,,1,False,True,0,False,False
4846,HB 697,103rd,lower,2022-12-06,Emanuel Welch,,1,False,True,0,False,False
4847,HB 758,103rd,lower,2022-12-06,Emanuel Welch,,1,False,True,0,False,False
4848,HB 763,103rd,lower,2022-12-06,Emanuel Welch,,1,False,True,0,False,False
4849,HB 795,103rd,lower,2022-12-06,Emanuel Welch,,1,False,True,0,False,False
4850,HB 785,103rd,lower,2022-12-06,Emanuel Welch,,1,False,True,0,False,False
4851,HB 848,103rd,lower,2022-12-06,Emanuel Welch,,1,False,True,0,False,False
4852,HB 832,103rd,lower,2022-12-06,Emanuel Welch,,1,False,True,0,False,False
4853,HB 838,103rd,lower,2022-12-06,Emanuel Welch,,1,False,True,0,False,False
4854,HB 871,103rd,lower,2022-12-06,Emanuel Welch,,1,False,True,0,False,False
4855,HB 923,103rd,lower,2022-12-06,Emanuel Welch,,1,False,True,0,False,False
4856,HB 907,103rd,lower,2022-12-06,Emanuel Welch,,1,False,True,0,False,False
4857,HB 922,103rd,lower,2022-12-06,Emanuel Welch,,1,False,True,0,False,False
4858,HB 949,103rd,lower,2022-12-06,Emanuel Welch,,1,False,True,0,False,False
4859,HB 955,103rd,lower,2022-12-06,Emanuel Welch,,1,False,True,0,False,False
4860,HB 968,103rd,lower,2022-12-06,Emanuel Welch,,1,False,True,0,False,False
4861,HB 936,103rd,lower,2022-12-06,Emanuel Welch,,1,False,True,0,False,False
4862,HB 937,103rd,lower,2022-12-06,Emanuel Welch,,1,False,True,0,False,False
4863,SB 347,103rd,upper,2023-02-02,Meg Cappel,,1,False,True,0,False,False
4864,SB 314,103rd,upper,2023-02-02,Laura Murphy,,1,False,True,0,False,False
4865,SB 311,103rd,upper,2023-02-02,Laura Murphy,,1,False,True,0,False,False
4866,SB 352,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4867,SB 356,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4868,HB 1672,103rd,lower,2023-02-01,Dale Fowler,Patrick Windhorst,4,True,True,1,True,True
4869,HB 1684,103rd,lower,2023-02-01,Tony McCombie,,1,False,True,0,False,False
4870,HB 1755,103rd,lower,2023-02-01,Tony McCombie,,1,False,True,0,False,False
4871,SB 2222,103rd,upper,2023-02-10,Laura Fine,,4,False,True,0,False,False
4872,SB 2224,103rd,upper,2023-02-10,Laura Fine,,1,False,True,0,False,False
4873,SB 2225,103rd,upper,2023-02-10,Suzanne Hilton,,1,False,True,0,False,False
4874,HB 1723,103rd,lower,2023-02-01,Tony McCombie,,1,False,True,0,False,False
4875,HB 1720,103rd,lower,2023-02-01,Tony McCombie,,1,False,True,0,False,False
4876,SB 2316,103rd,upper,2023-02-10,Donald DeWitte,,2,False,True,0,False,False
4877,HB 1700,103rd,lower,2023-02-01,Tony McCombie,,1,False,True,0,False,False
4878,HB 1731,103rd,lower,2023-02-01,Tony McCombie,,1,False,True,0,False,False
4879,HB 1817,103rd,lower,2023-02-01,Tony McCombie,,1,False,True,0,False,False
4880,HB 1778,103rd,lower,2023-02-01,Tony McCombie,,1,False,True,0,False,False
4881,SB 410,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4882,SB 395,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4883,SB 401,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4884,SB 405,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4885,HB 1894,103rd,lower,2023-02-01,Tony McCombie,,1,False,True,0,False,False
4886,SB 397,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4887,SB 398,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4888,SB 606,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4889,HB 1848,103rd,lower,2023-02-01,Tony McCombie,,1,False,True,0,False,False
4890,HB 1860,103rd,lower,2023-02-01,Tony McCombie,,1,False,True,0,False,False
4891,HB 1881,103rd,lower,2023-02-01,Dennis Tipsword Jr,,1,False,True,0,False,False
4892,HB 1873,103rd,lower,2023-02-01,Dan Swanson,,1,False,True,0,False,False
4893,SB 435,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4894,SB 452,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4895,SB 436,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4896,SB 438,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4897,SB 467,103rd,upper,2023-02-02,Cristina Castro,,4,False,True,0,False,False
4898,SB 468,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4899,SB 2301,103rd,upper,2023-02-10,Julie Morrison,,1,False,True,0,False,False
4900,SB 525,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4901,SB 509,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4902,SB 533,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4903,SB 528,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4904,SB 545,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4905,SB 473,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4906,SB 503,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4907,SB 485,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4908,SB 505,103rd,upper,2023-02-02,Elizabeth Hernandez,Javier Cervantes,10,True,True,0,True,True
4909,SB 501,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4910,SB 2312,103rd,upper,2023-02-10,Celina Villanueva,,1,False,True,0,False,False
4911,SB 2290,103rd,upper,2023-02-10,Mary Allen,,6,False,True,0,False,False
4912,SB 476,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4913,SB 495,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4914,SB 2289,103rd,upper,2023-02-10,Sue Rezin,,2,False,True,0,False,False
4915,SB 493,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4916,SB 489,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4917,SB 565,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4918,SB 566,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4919,SB 569,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4920,SB 582,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4921,HB 2360,103rd,lower,2023-02-14,Jay Hoffman,,1,False,True,0,False,False
4922,HB 3360,103rd,lower,2023-02-17,Dan Ugaste,,6,False,True,0,False,False
4923,SB 2362,103rd,upper,2023-02-10,Rachel Ventura,,1,False,True,0,False,False
4924,SB 579,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4925,SB 556,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4926,SB 1993,103rd,upper,2023-02-09,Mary Canty,Meg Cappel,12,True,True,1,True,True
4927,SB 574,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4928,SB 615,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4929,SB 618,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4930,SB 603,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4931,SB 594,103rd,upper,2023-02-02,Julie Morrison,,1,False,True,0,False,False
4932,SB 623,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4933,SB 2560,103rd,upper,2023-03-30,Karina Villa,,7,False,False,0,False,False
4934,SB 591,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4935,SB 614,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4936,SB 610,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4937,SB 608,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4938,SB 804,103rd,upper,2023-02-02,Omar Aquino,,1,False,True,0,False,False
4939,SB 701,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4940,SB 681,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4941,SB 676,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4942,SB 2352,103rd,upper,2023-02-10,Rachel Ventura,,1,False,True,0,False,False
4943,SB 2384,103rd,upper,2023-02-10,Javier Cervantes,,1,False,True,0,False,False
4944,SB 669,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4945,SB 651,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4946,SB 662,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4947,SB 656,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4948,SB 667,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4949,SB 657,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4950,SB 647,103rd,upper,2023-02-02,Adriane Johnson,Camille Lilly,4,True,True,1,True,True
4951,SB 631,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4952,SB 642,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4953,SB 652,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4954,HB 996,103rd,lower,2022-12-12,Sue Scherer,,3,False,True,0,False,False
4955,HB 990,103rd,lower,2022-12-06,Anthony DeLuca,,1,False,True,0,False,False
4956,HB 1002,103rd,lower,2022-12-19,Mary Flowers,,1,False,True,0,False,False
4957,HB 4427,103rd,lower,2024-01-11,Jenn Douglass,Linda Holmes,5,True,True,0,True,True
4958,HB 1388,103rd,lower,2023-01-24,Jackie Haas,,4,False,True,0,False,False
4959,HB 1622,103rd,lower,2023-02-01,Ryan Spain,,7,False,True,0,False,False
4960,HB 1626,103rd,lower,2023-02-01,Dan Swanson,Ram Villivalam,4,False,True,0,True,False
4961,HB 2157,103rd,lower,2023-02-06,Gregg Johnson,,1,False,True,0,False,False
4962,HB 2361,103rd,lower,2023-02-14,Jay Hoffman,,2,False,True,0,False,False
4963,HB 5601,103rd,lower,2024-02-09,Meg Cappel,William Davis,2,True,True,0,True,True
4964,HB 2070,103rd,lower,2023-02-02,Jennifer Gershowitz,,4,False,True,0,False,False
4965,HB 2134,103rd,lower,2023-02-06,Thaddeus Jones,,1,False,True,0,False,False
4966,SB 648,103rd,upper,2023-02-02,Mike Simmons,,1,False,True,0,False,False
4967,SB 640,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4968,SB 743,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4969,SB 741,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4970,HB 2374,103rd,lower,2023-02-14,Natalie Manley,,3,False,True,0,False,False
4971,HB 2935,103rd,lower,2023-02-16,Steven Reick,,12,False,True,0,False,False
4972,SB 717,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4973,SB 722,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4974,SB 726,103rd,upper,2023-02-02,Lindsey LaPointe,Sara Feigenholtz,12,True,True,0,True,True
4975,SB 729,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4976,SB 723,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4977,SB 965,103rd,upper,2023-02-02,John Curran,,1,False,True,0,False,False
4978,SB 977,103rd,upper,2023-02-02,John Curran,,1,False,True,0,False,False
4979,HB 3272,103rd,lower,2023-02-17,Travis Weaver,,1,False,True,0,False,False
4980,SB 752,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4981,SB 756,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4982,HB 3898,103rd,lower,2023-02-17,Camille Lilly,,1,False,True,0,False,False
4983,HB 3884,103rd,lower,2023-02-17,Laura Dias,,1,False,True,0,False,False
4984,SB 844,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4985,SB 811,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4986,SB 828,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4987,SB 806,103rd,upper,2023-02-02,Julie Morrison,,1,False,True,0,False,False
4988,SB 826,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4989,SB 812,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
4990,SB 1171,103rd,upper,2023-02-02,Neil Anderson,,1,False,True,0,False,False
4991,SB 1439,103rd,upper,2023-02-07,Paul Faraci,,2,False,True,0,False,False
4992,SB 1246,103rd,upper,2023-02-02,Donald DeWitte,,2,False,True,0,False,False
4993,SB 1372,103rd,upper,2023-02-06,Craig Wilcox,,1,False,True,0,False,False
4994,SB 1391,103rd,upper,2023-02-06,Mary Allen,,11,False,True,0,False,False
4995,SB 2049,103rd,upper,2023-02-09,Ram Villivalam,,1,False,True,0,False,False
4996,SB 2053,103rd,upper,2023-02-09,Ram Villivalam,,9,False,True,0,False,False
4997,SB 1533,103rd,upper,2023-02-08,Tom Bennett,,1,False,True,0,False,False
4998,SB 1556,103rd,upper,2023-02-08,David Koehler,,5,False,True,0,False,False
4999,SB 1870,103rd,upper,2023-02-09,Patrick Joyce,,2,False,True,0,False,False
